"","tweet_id","airline_sentiment","airline_sentiment_confidence","negativereason","negativereason_confidence","airline","airline_sentiment_gold","name","negativereason_gold","retweet_count","text","tweet_coord","tweet_created","tweet_location","user_timezone"
"3201","806809600","neutral","0","","0","United","","PaulBEsteves","","0","@united Death in the family cannot make flight tomorrow. Phone rep quoted $440 per person fee which is almost the cost of ticket. Help?","","2015-02-19 09:47:24 -0800","Brooklyn","Eastern Time (US & Canada)"
"3202","2085924864","negative","0","Can't Tell","0.3404","Southwest","","MySnobbyCX","","1","@SouthwestAir @BrittanyOBX11 keeping families apart w/ your quirky archaic policies. Any other airline accommodates in this situation.","","2015-02-19 09:48:02 -0800","",""
"3203","-1969823744","negative","1","Late Flight","1","Southwest","","Kbaiocchi","","0","@SouthwestAir you need to get your act together. You new this morning at 830 our plane was malfunctioning. Yet I've been delayed 3 times ..","","2015-02-19 09:48:24 -0800","CT ","Eastern Time (US & Canada)"
"3204","743890944","negative","1","Late Flight","1","Delta","","BrianKal","","0","@JetBlue what's up w flt 4? Brothers fiancé sitting on board for 30mins w tech  issues.","[38.87982914 -77.11608667]","2015-02-19 09:48:57 -0800","Metro Washington DC","Eastern Time (US & Canada)"
"3205","-413736960","negative","1","Late Flight","1","Southwest","","Kbaiocchi","","0","@SouthwestAir not to mention I now have to sit in the airport for 4 hours. You've ruined my trip. I am not happy and want compensation.","","2015-02-19 09:49:16 -0800","CT ","Eastern Time (US & Canada)"
"3206","1586941953","negative","1","Customer Service Issue","0.6701","Southwest","","Kbaiocchi","","0","@SouthwestAir and YOUR costumer service representative lied to me and ensured me the plane would be leaving by 330.. It's scheduled for 455","","2015-02-19 09:50:11 -0800","CT ","Eastern Time (US & Canada)"
"3207","-2108411903","neutral","0","","0","US Airways","","danteusa1","","0","@USAirways I have 2d and 3d embossed badges and patches superior to the ones you are currently using. http://t.co/3fq3XElbOn","","2015-02-19 09:51:18 -0800","",""
"3208","-82575360","positive","0","","","United","","BTMarleyCoffee","","0","@united that would be great","","2015-02-19 09:52:00 -0800","Denver Colorado","Mountain Time (US & Canada)"
"3209","307675136","negative","1","Can't Tell","0.6806","Southwest","","Kbaiocchi","","0","@SouthwestAir there is a good chance myself nor anyone else in this airport will ever be Flight Booking Problems southwest again..","","2015-02-19 09:53:16 -0800","CT ","Eastern Time (US & Canada)"
"3210","-1399562240","positive","0","","0","United","","canmoregolfer","","0","@united Thank you for responding so promptly! I look forward to the 240 kms drive to the office to file a claim.","","2015-02-19 09:53:25 -0800","",""
"3211","5533696","positive","1","","","Southwest","","Bigtopher","","0","@SouthwestAir yeehaw. You found us another plane.  Thx for listening to me vent.","","2015-02-19 09:54:38 -0800","","Arizona"
"3212","-355020799","negative","1","Late Flight","0.6854","United","","Brennej","","0","@united - why am I sitting on this plane for an hour after scheduled takeoff without a cloud in the sky? #keepusguessing #isthisyourfirsttry","","2015-02-19 09:54:40 -0800","",""
"3213","-552325120","neutral","1","","","United","","danteusa1","","0","@united I have 2d and 3d embossed badges and patches superior to the ones you are currently using. http://t.co/3fq3XElbOn","","2015-02-19 09:54:42 -0800","",""
"3214","-963379199","positive","1","","","United","","NoviceFlyer","","0","@United  great way to start my vacation with an on time departure! Looking forward to my global first class suite!","","2015-02-19 09:55:36 -0800","Tulsa OK","Central Time (US & Canada)"
"3215","1809227777","negative","1","Cancelled Flight","0.6383","Southwest","","Kbaiocchi","","0","@SouthwestAir if this flight is Cancelled Flighted or delayed any further I expect full compensation for my park ticket hotel &amp; flight..","","2015-02-19 09:56:23 -0800","CT ","Eastern Time (US & Canada)"
"3216","-1101746175","negative","1","Can't Tell","1","United","","nicolasmm","","0","@united to DM you I have to follow you and I'm not doing that. Plus they're no more options. That's why I had to fly with you. #epicfail","","2015-02-19 09:58:04 -0800","","Central Time (US & Canada)"
"3217","-1978355712","positive","1","","","US Airways","","cahillwilliamr","","0","@USAirways #success made flight  please thank the crew of 556 great time recovery","","2015-02-19 09:58:19 -0800","",""
"3218","454365184","negative","1","Bad Flight","0.6967","United","","ResearchDad","","0","@united your Airbus a320 seats are awful. They don't recline.","","2015-02-19 09:58:58 -0800","usa","Arizona"
"3219","-1122734079","negative","1","Lost Luggage","1","Southwest","","heffery","","0","@SouthwestAir is awful. They have lost my bag and aren't providing any info. This is day 3 and nothing. #WORSTAIRLINEEVER","","2015-02-19 09:59:16 -0800","Colorado","Mountain Time (US & Canada)"
"3220","-1462493183","negative","0","Can't Tell","0.6756","Virgin America","","danteusa1","","0","@VirginAmerica I have 2d and 3d embossed badges and patches superior to the ones you are currently using. http://t.co/3fq3XElbOn","","2015-02-19 09:59:30 -0800","",""
"3221","496414721","negative","1","Customer Service Issue","0.6665","Southwest","","CeceliaNBrady","","1","@SouthwestAir  3 flights yesterday; no treats but nuts and pretzels. Also no origami in the magazine. New policies? #OldPoliciesWayBetter","","2015-02-19 10:00:47 -0800","","Eastern Time (US & Canada)"
"3222","618074112","neutral","0","","","Delta","","slevine17","","0","@JetBlue Ever consider coming to Memphis?  Need some TrueBlue service and fares badly!!","","2015-02-19 10:01:45 -0800","",""
"3223","2035752960","positive","0","","","Southwest","","aaronaebie","","0","@SouthwestAir now flying non stop CMH-OAK has me daydreaming about a trip to the bay...especially in this weather. #OhioProbz","","2015-02-19 10:02:34 -0800","Columbus Ohio","Eastern Time (US & Canada)"
"3224","-950767616","neutral","1","","","United","","iamtedking","","0","@united no I have a pricey Chase Mileage Plus CC.","","2015-02-19 10:04:36 -0800","","Eastern Time (US & Canada)"
"3225","1826029569","neutral","0","","","US Airways","","dweber15","","0","@USAirways @AmericanAir no don't leave me!!!","","2015-02-19 10:05:51 -0800","","Atlantic Time (Canada)"
"3226","1838415873","negative","1","Can't Tell","1","United","","Jewelsia26","","0","@united Case ID 8544484","","2015-02-19 10:06:17 -0800","Los Angeles","Pacific Time (US & Canada)"
"3227","106176512","neutral","0","","0","Southwest","","danteusa1","","0","@SouthwestAir I have 2d and 3d embossed badges and patches superior to the ones you are currently using. http://t.co/3fq3XElbOn","","2015-02-19 10:06:44 -0800","",""
"3228","-984166400","negative","1","Customer Service Issue","1","US Airways","","RPM044","","0","@USAirways they finally answered. They were rude and didn't help me at all.","","2015-02-19 10:07:39 -0800","",""
"3229","-153677824","negative","1","Customer Service Issue","0.6186","US Airways","","eromolizzy","","0","@USAirways I've called to resolve my dividend miles issue for a week to no avail.  Please advise ASAP.","[40.74609464 -74.00636235]","2015-02-19 10:08:25 -0800","County of Kings NYC","Eastern Time (US & Canada)"
"3230","-141103104","neutral","1","","","US Airways","","I_AM_Tipton","","0","@USAirways @AmericanAir for frequent flyer miles can we schedule interchangeably and get credit?","","2015-02-19 10:08:42 -0800","",""
"3231","-2078863359","positive","1","","","Delta","","AnthonysEdits","","0","@JetBlue I love you","","2015-02-19 10:08:59 -0800","✖️ || 4/5 || ✖️","Eastern Time (US & Canada)"
"3232","378982400","neutral","1","","","Virgin America","","chase_f","","0","@VirginAmerica Done but I need the receipt ASAP. Could you please help? #150219-000114","","2015-02-19 10:10:32 -0800","San Francisco CA","Quito"
"3233","1171689472","neutral","0","","0","US Airways","","AdamJEstep","","0","@AlbertBreer just so you know who to complain to ;-) RT @USAirways: Reminder: From 2/28 we’ll be tweeting from @AmericanAir.","","2015-02-19 10:10:46 -0800","Harrisburg",""
"3234","207011840","negative","1","Can't Tell","0.3525","US Airways","","Dflaherty88","","0","@USAirways thanks for telling me my flight was on time when the plane was broken. You're an inferior airline.","","2015-02-19 10:10:47 -0800","Pittsburgh PA","Quito"
"3235","-120303616","neutral","0","","","US Airways","","trixywh","","0","“@USAirways: Reminder: From 2/28 we’ll be tweeting from @AmericanAir. You should join us: http://t.co/WBMHRl3bvl","","2015-02-19 10:11:20 -0800","Hollywood CA","Pacific Time (US & Canada)"
"3236","1024741377","negative","1","Customer Service Issue","1","United","","souleyoga","","0","@united even so change could not be made  online- instructed to call an agent- maybe the syastem should allow agents 2 link passengers!","","2015-02-19 10:12:13 -0800","iPhone: 40.773155-73.872490","Eastern Time (US & Canada)"
"3237","-1579773952","negative","1","Flight Attendant Complaints","1","Delta","","NY_US","","0","@JetBlue i am sharing it to the public. I fly 20 times a year and sitting now on the tarmac in fll. Your staff is the worst i ever met.","","2015-02-19 10:13:05 -0800","NY NY",""
"3238","-78192640","positive","1","","","US Airways","","Suejacken","","0","@USAirways thanks","","2015-02-19 10:13:15 -0800","","Eastern Time (US & Canada)"
"3239","1087823872","neutral","0","","","Delta","","slevine17","","0","@JetBlue Sent my suggestion and comments via the link provided..","","2015-02-19 10:14:23 -0800","",""
"3240","898908161","neutral","0","","0","United","","jaredmatfess","","1","@united @estellevw does she need to complain on Twitter for the refund or is it auto-applied?","","2015-02-19 10:15:05 -0800","iPhone: 41.871374-72.497792","Eastern Time (US & Canada)"
"3241","-1349246976","neutral","0","","","Delta","","lyteforce","","0","@JetBlue Just looking to arrange for a nice flight from SEA to LA-ish and comparing the cost to something more direct from YVR.","","2015-02-19 10:16:00 -0800","Richmond BC","Pacific Time (US & Canada)"
"3242","-2078887936","negative","0","Flight Booking Problems","0.3446","US Airways","","syndscu","","0","@USAirways I'll sincerely regret Dividend miles! Good things coming to an end :(","","2015-02-19 10:16:23 -0800","",""
"3243","-82530304","positive","0","","0","Delta","","lyteforce","","0","@JetBlue There's just so many choices for y'all south of the border and I know not every airline is equal - lowest price != best value. ;)","","2015-02-19 10:17:19 -0800","Richmond BC","Pacific Time (US & Canada)"
"3244","1205145600","neutral","0","","0","Southwest","","OhYouLanceyHuh","","0","@SouthwestAir why must the 4:45pm nonstop BOS-BNA flight stop running after August 7???","","2015-02-19 10:17:23 -0800","508--954--305--615","Quito"
"3245","-2104033280","negative","1","Late Flight","1","US Airways","","EmmaTyrer","","0","@USAirways Stuck in Philadelphia airport for 32 hours due to ""maintenance"". Dreading my flight back home. Disgusting.","","2015-02-19 10:17:48 -0800","Liverpool UK","London"
"3246","-1563140096","neutral","1","","","US Airways","","JasonWhitely","","0","THE END: RT @USAirways: Reminder: From 2/28 we’ll be tweeting from @AmericanAir. You should join us: http://t.co/NBpCJCpEW9","","2015-02-19 10:18:54 -0800","Dallas/Fort Worth","Central Time (US & Canada)"
"3247","546766848","negative","1","Can't Tell","0.6578","United","","MissMcB76","","0","@united I have been denied. Not sure how you charge $150 one way then $25 on way hime","","2015-02-19 10:19:04 -0800","PA",""
"3248","575942656","positive","0","","0","United","","LeanneComedy","","0","@united so sorry. I ended up on US Air flight. Thank you though for getting back to me:)","[35.8924655 -84.19243176]","2015-02-19 10:19:20 -0800","","Eastern Time (US & Canada)"
"3249","-598302720","negative","1","Flight Attendant Complaints","0.6809","Delta","","NY_US","","0","@JetBlue it's noting about me i m perfectly fine it's the attitude and dealings with flyers. Stubborn. Demanding. Unwilling to accommodate.","","2015-02-19 10:19:26 -0800","NY NY",""
"3250","-1437151232","negative","1","Flight Booking Problems","1","Delta","","_TheRobynShow","","0","@JetBlue doesn't help if I have to fly on specific days","[40.63817554 -73.95630614]","2015-02-19 10:19:38 -0800","NYC","Eastern Time (US & Canada)"
"3251","1674842112","negative","1","Can't Tell","0.6474","United","","marmaidz","","0","@united I'm a minor and freaking out bc I might not make my connecting flight to Hawaii so yes I'm frustrated","","2015-02-19 10:19:45 -0800","","Hawaii"
"3252","1381437441","negative","1","Late Flight","0.6438","US Airways","","HammerStahl","","0","@USAirways what an amazing day. Delayed 4 hrs bc frozen h2o on plane Now sitting @ gate on same plane 4 30 mins still waiting! #flight1797","","2015-02-19 10:20:49 -0800","","Mountain Time (US & Canada)"
"3253","2022965248","positive","1","","","Delta","","sbgblee","","0","@JetBlue flight attendant Wendi on Flt 127 on 2/17 Newark to Orlando.  👍👍","","2015-02-19 10:21:21 -0800","",""
